asset.display_ipv4_address,asset.name,asset_id,definition.family,definition.id,definition.name,definition.vpr.score,finding_id,first_observed,last_seen,severity,state
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,98056,Missing HTTP Strict Transport Security Policy,3.25,427b53bb-8775-590c-9144-2f1e93406805,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Medium,NEW
104.21.63.140,exchange.shieldsec.com.br,27b05367-13dc-46ba-9b71-de5c3e6966de,HTTP Security Header,112529,Missing 'X-Content-Type-Options' Header,2.9,44e77dfc-b2a7-5139-a6b1-e2e88002e3e6,2026-06-05T19:00:15.270Z,2026-06-05T19:00:15.270Z,Low,NEW
172.67.146.18,help.shieldsec.com.br,6629f20e-60a9-4179-8cc9-21813a504bd2,HTTP Security Header,98060,Missing 'X-Frame-Options' Header,2.15,4570b549-db5d-55c4-85c2-f14ec31dd43f,2026-06-05T19:00:15.018Z,2026-06-05T19:00:15.018Z,Low,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,112553,Missing 'Cache-Control' Header,1.4,457af107-6464-57e8-9542-bba6fd8e2752,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Low,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,98060,Missing 'X-Frame-Options' Header,2.15,4589ee99-8410-58d6-96e7-36b973ee85d3,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Low,NEW
172.67.146.18,help.shieldsec.com.br,6629f20e-60a9-4179-8cc9-21813a504bd2,HTTP Security Header,98060,Missing 'X-Frame-Options' Header,2.15,4e4d1f77-0568-589c-b805-c8201470c3f1,2026-06-05T19:00:15.018Z,2026-06-05T19:00:15.018Z,Low,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,98060,Missing 'X-Frame-Options' Header,2.15,4f45dd57-e275-5f5f-afd1-4fba57888515,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Low,NEW
172.67.146.18,help.shieldsec.com.br,6629f20e-60a9-4179-8cc9-21813a504bd2,HTTP Security Header,112529,Missing 'X-Content-Type-Options' Header,2.9,4fced9cc-0951-54cf-b7ab-0fd9c8ba46b3,2026-06-05T19:00:15.018Z,2026-06-05T19:00:15.018Z,Low,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,114796,Content Security Policy Missing 'Report-To',2.15,54521ac8-210e-5aca-bf02-62f7555bbac3,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Low,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,114796,Content Security Policy Missing 'Report-To',2.15,586b597f-a189-5738-a71b-65ea69c01a29,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Low,NEW
